domain,task,model,representation_id,f1,precision,recall,threshold,n_valid,n_failed,ap_pr,stats_path,preds_path
drugs,binary_1,gemini_3_flash,hybrid_full_gpt,0.6486,0.48,1.0,0.0,100,0,0.4926785714285714,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_1,gemma3_27b,hybrid_full_gpt,0.7455,0.6613,0.8542,35.1759,100,0,0.8011723784804986,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_1,gpt4,hybrid_full_gpt,0.7647,0.7222,0.8125,35.1759,100,0,0.8296119139773546,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gpt4_binary_0_preds.csv
drugs,binary_1,gpt51_thinking,hybrid_full_gpt,0.7818,0.6935,0.8958,38.191,100,0,0.831045084178293,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_1,gpt52,hybrid_full_gpt,0.7609,0.7955,0.7292,45.2261,100,0,0.8504124249886553,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gpt52_binary_0_preds.csv
drugs,binary_1,gpt5mini,hybrid_full_gpt,0.7609,0.7955,0.7292,56.2814,100,0,0.8452957057416195,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_1,llama3_70b,hybrid_full_gpt,0.766,0.7826,0.75,45.2261,100,0,0.8435999149976036,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_1,qwen3_235b,hybrid_full_gpt,0.7339,0.6557,0.8333,30.1508,100,0,0.8123566697033463,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_1,qwen_hf,hybrid_full_gpt,0.7273,0.6452,0.8333,30.1508,100,0,0.813984019106111,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_1,gemini_25_pro,hybrid_gpt,0.7179,0.6087,0.875,20.1005,100,0,0.7117384747238633,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_gpt_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_gpt_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_1,gemini_3_flash,hybrid_gpt,0.7525,0.717,0.7917,65.3266,100,0,0.7890134609513062,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_gpt_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_gpt_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_1,gemma3_27b,hybrid_gpt,0.74,0.7115,0.7708,55.2764,100,0,0.7934980492069278,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_gpt_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_gpt_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_1,gpt4,hybrid_gpt,0.7429,0.6842,0.8125,38.191,100,0,0.7797423481452151,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_gpt_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_gpt_v6score_gpt4_binary_0_preds.csv
drugs,binary_1,gpt51_thinking,hybrid_gpt,0.7473,0.7907,0.7083,60.3015,100,0,0.7960878731283431,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_gpt_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_gpt_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_1,gpt52,hybrid_gpt,0.7551,0.74,0.7708,52.2613,100,0,0.8158608330290241,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_gpt_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_gpt_v6score_gpt52_binary_0_preds.csv
drugs,binary_1,gpt5mini,hybrid_gpt,0.7209,0.8158,0.6458,62.3116,100,0,0.7964730630846123,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_gpt_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_gpt_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_1,llama3_70b,hybrid_gpt,0.7347,0.72,0.75,50.2513,100,0,0.807475854977505,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_gpt_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_gpt_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_1,mistral,hybrid_gpt,0.7636,0.6774,0.875,45.2261,100,0,0.7909047783336207,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_gpt_v6score_mistral_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_gpt_v6score_mistral_binary_0_preds.csv
drugs,binary_1,qwen3_235b,hybrid_gpt,0.7091,0.629,0.8125,35.1759,100,0,0.7591884589439949,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_gpt_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_gpt_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_1,qwen_hf,hybrid_gpt,0.7238,0.6667,0.7917,35.1759,100,0,0.7906190151816891,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_gpt_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_gpt_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_1,gemini_25_pro,hybrid_manual_gpt,0.7473,0.7907,0.7083,30.1508,100,0,0.7741599832940388,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_1,gemini_3_flash,hybrid_manual_gpt,0.7755,0.76,0.7917,42.2111,100,0,0.8251108818950712,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_1,gemma3_27b,hybrid_manual_gpt,0.7895,0.6818,0.9375,35.1759,100,0,0.8479984813072964,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_1,gpt4,hybrid_manual_gpt,0.7957,0.8222,0.7708,40.201,100,0,0.8583248071470304,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gpt4_binary_0_preds.csv
drugs,binary_1,gpt51_thinking,hybrid_manual_gpt,0.8214,0.7188,0.9583,38.191,100,0,0.873691963562006,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_1,gpt52,hybrid_manual_gpt,0.8261,0.8636,0.7917,44.2211,100,0,0.8814465952951424,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gpt52_binary_0_preds.csv
drugs,binary_1,gpt5mini,hybrid_manual_gpt,0.8,0.8085,0.7917,55.2764,100,0,0.8780388480484229,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_1,llama3_70b,hybrid_manual_gpt,0.8,0.8571,0.75,55.2764,100,0,0.8592221251953568,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_1,qwen3_235b,hybrid_manual_gpt,0.8,0.8085,0.7917,35.1759,100,0,0.8488097785181424,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_1,qwen_hf,hybrid_manual_gpt,0.7789,0.7872,0.7708,35.1759,100,0,0.8409325775768204,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_1,gemini_25_pro,manual_fe,0.7857,0.9167,0.6875,40.201,100,0,0.8875915536855229,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_1,gemini_3_flash,manual_fe,0.8454,0.8367,0.8542,48.2412,100,0,0.9233089620777719,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_1,gemma3_27b,manual_fe,0.8085,0.8261,0.7917,60.3015,100,0,0.8505095878931284,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_1,gpt4,manual_fe,0.8317,0.7925,0.875,40.201,100,0,0.8861077462911828,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gpt4_binary_0_preds.csv
drugs,binary_1,gpt51_thinking,manual_fe,0.8298,0.8478,0.8125,58.2915,100,0,0.915790814003126,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_1,gpt52,manual_fe,0.8571,0.907,0.8125,46.2312,100,0,0.9195863101401012,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gpt52_binary_0_preds.csv
drugs,binary_1,gpt5mini,manual_fe,0.8283,0.8039,0.8542,55.2764,100,0,0.9065092157627908,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_1,llama3_70b,manual_fe,0.8,0.8085,0.7917,55.2764,100,0,0.8581907215348376,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_1,mistral,manual_fe,0.7679,0.6719,0.8958,45.2261,100,0,0.8262909874419839,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_mistral_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_mistral_binary_0_preds.csv
drugs,binary_1,qwen3_235b,manual_fe,0.8454,0.8367,0.8542,40.201,100,0,0.9032151761123208,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_1,qwen_hf,manual_fe,0.8125,0.8125,0.8125,40.201,100,0,0.8826633082933486,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_qwen_hf_binary_0_preds.csv
weapon,binary_0,gemini_25_pro,facts,0.65,0.6667,0.6341,40.201,141,0,0.652422130392965,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_indicment_facts_v6score_gemini_25_pro_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_indicment_facts_v6score_gemini_25_pro_binary_0_preds.csv
weapon,binary_0,gemini_3_flash,facts,0.7158,0.6296,0.8293,68.3417,141,0,0.6380652555855366,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_indicment_facts_v6score_gemini_3_flash_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/weapon/results_weapon/similarity_database_with_indicment_facts_v6score_gemini_3_flash_binary_0_preds.csv
