cluster,label,n_member_names,n_reps,reps,cov_Hybrid-Manual,cov_Hybrid-Full,cov_GPT-Law,cov_GPT-Free,members
960,כמות_מתאמפטמין_החזקה_לא_ידועה,1,1,GPT-Law,0,0,1,0,כמות_מתאמפטמין_החזקה_לא_ידועה
1461,כמות_מתילמטקתינון_גרם,1,1,GPT-Law,0,0,1,0,כמות_מתילמטקתינון_גרם
817,כמות מתילמקאתינון,1,1,GPT-Free,0,0,0,1,כמות_מתילמקאתינון
1161,כמות נוספת בשקית,1,1,Hybrid-Manual,1,0,0,0,כמות_נוספת_בשקית
901,כמות נוספת שנתפסה,1,1,Hybrid-Full,0,1,0,0,כמות_נוספת_שנתפסה
704,כמות_סהכ_סחר_בגרם,1,1,GPT-Law,0,0,1,0,כמות_סהכ_סחר_בגרם
998,כמות_סם_במיליליטר,1,1,GPT-Law,0,0,1,0,כמות_סם_במיליליטר
1122,כמות סם בעסקה נוספת בים המלח,1,1,Hybrid-Full,0,1,0,0,כמות_סם_בעסקה_נוספת_בים_המלח
1322,כמות סם בעסקה נוספת ברחוב שמעון,1,1,Hybrid-Full,0,1,0,0,כמות_סם_בעסקה_נוספת_ברחוב_שמעון
1143,כמות סם בעת תפיסה,1,1,Hybrid-Full,0,1,0,0,כמות_סם_בעת_תפיסה
1123,כמות סם נטו,1,1,GPT-Free,0,0,0,1,כמות_סם_נטו
463,כמות סם קטאמין שנמכרה,1,1,GPT-Free,0,0,0,1,כמות_סם_קטאמין_שנמכרה
733,כמות עסקאות,1,1,Hybrid-Manual,1,0,0,0,כמות_עסקאות
1162,כמות_קג_עסקה_שניה,1,1,GPT-Law,0,0,1,0,כמות_קג_עסקה_שניה
1207,כמות קוקאין,1,1,GPT-Free,0,0,0,1,כמות_קוקאין
277,כמות_קוקאין_אישום_ראשון,3,1,GPT-Free,0,0,0,1,כמות_קוקאין_אישום_ראשון ; כמות_קוקאין_אישום_שלישי ; כמות_קוקאין_אישום_שני
329,כמות_קטמין_אישום_ראשון_גרם,2,1,GPT-Law,0,0,1,0,כמות_קטמין_אישום_ראשון_גרם ; כמות_קטמין_אישום_שני_גרם
575,כמות שתילי קנביס,1,1,GPT-Free,0,0,0,1,כמות_שתילי_קנביס
1381,כסף נוסף שנתפס,1,1,Hybrid-Full,0,1,0,0,כסף_נוסף_שנתפס
705,כרות בין הנאשמים,1,1,Hybrid-Manual,1,0,0,0,כרות_בין_הנאשמים
1148,כרטיסי סים שנתפסו,1,1,Hybrid-Full,0,1,0,0,כרטיסי_סים_שנתפסו
1451,כתובות מגורים מוזכרות,1,1,Hybrid-Manual,1,0,0,0,כתובות_מגורים_מוזכרות
881,כתובות מגורים מוצגות,1,1,Hybrid-Full,0,1,0,0,כתובות_מגורים_מוצגות
784,כתובת,1,1,GPT-Law,0,0,1,0,כתובת
1254,כתובת_הבית,1,1,GPT-Free,0,0,0,1,כתובת_הבית
1294,כתובת הנאשם,1,1,Hybrid-Manual,1,0,0,0,כתובת_הנאשם
1156,לוחית זיהוי,1,1,Hybrid-Full,0,1,0,0,לוחית_זיהוי
952,לוחית זיהוי רכב,1,1,Hybrid-Manual,1,0,0,0,לוחית_זיהוי_רכב
423,ליווי בעסקה השנייה,1,1,Hybrid-Full,0,1,0,0,ליווי_בעסקה_השנייה
744,ליווי קטינה בעת העבירה,1,1,Hybrid-Manual,1,0,0,0,ליווי_קטינה_בעת_העבירה
1379,האם_לצריכה_עצמית,1,1,GPT-Law,0,0,1,0,לצריכה_עצמית
1277,מאפיין_תכנון_מוקדם,1,1,GPT-Law,0,0,1,0,מאפיין_תכנון_מוקדם
1471,מאפייני חלוקת עבודה,1,1,GPT-Free,0,0,0,1,מאפייני_חלוקת_עבודה
616,מאפייני חלוקת רווחים,1,1,GPT-Free,0,0,0,1,מאפייני_חלוקת_רווחים
1026,מאפיינים_ייחודיים,1,1,GPT-Free,0,0,0,1,מאפיינים_ייחודיים
1243,מגורים בדירה,1,1,GPT-Free,0,0,0,1,מגורים_בדירה
1283,מדינות_מעורבות,1,1,GPT-Free,0,0,0,1,מדינות_מעורבות
761,מדינת ייבוא,1,1,Hybrid-Full,0,1,0,0,מדינת_ייבוא
1210,מדינת מוצא הסם,1,1,GPT-Free,0,0,0,1,מדינת_מוצא_הסם
447,מדינת_מעבר,1,1,GPT-Free,0,0,0,1,מדינת_מעבר
1385,מוסד המנפיק,1,1,Hybrid-Manual,1,0,0,0,מוסד_המנפיק
1100,מועד ההגעה לישראל,1,1,GPT-Free,0,0,0,1,מועד_ההגעה_לישראל
425,מועד_החזקת_הסכין,1,1,GPT-Law,0,0,1,0,מועד_החזקת_הסכין
917,מועד_הטסת_הסם_לישראל,1,1,GPT-Free,0,0,0,1,מועד_הטסת_הסם_לישראל
1309,מועד היבוא,1,1,GPT-Free,0,0,0,1,מועד_היבוא
841,מועד היציאה מהארץ,1,1,GPT-Free,0,0,0,1,מועד_היציאה_מהארץ
1402,מועד_כניסת_החבילה_לישראל,1,1,GPT-Free,0,0,0,1,מועד_כניסת_החבילה_לישראל
492,מועד פקיעת רישיון נהיגה,1,1,GPT-Free,0,0,0,1,מועד_פקיעת_רישיון_נהיגה
666,מועד_שליחת_החבילה,1,1,GPT-Free,0,0,0,1,מועד_שליחת_החבילה
1204,מועד תחילת הקשר,1,1,GPT-Free,0,0,0,1,מועד_תחילת_הקשר
809,מועד_תפיסת_החבילה,1,1,GPT-Free,0,0,0,1,מועד_תפיסת_החבילה
1173,מועדי ביצוע,1,1,GPT-Free,0,0,0,1,מועדי_ביצוע
1219,מחיר אקדח,1,1,Hybrid-Full,0,1,0,0,מחיר_אקדח
1448,מחיר כולל,1,1,Hybrid-Full,0,1,0,0,מחיר_כולל
969,מחיר כולל ל-40 גרם,1,1,Hybrid-Manual,1,0,0,0,מחיר_כולל_ל_40_גרם
31,מחיר_לגרם_עסקה_1,2,1,GPT-Law,0,0,1,0,מחיר_לגרם_עסקה_1 ; מחיר_לגרם_עסקה_2
366,מחיר עבור 20.09 גרם קוקאין,2,1,Hybrid-Manual,1,0,0,0,מחיר_עבור_20.09_גרם_קוקאין ; מחיר_עבור_49_גרם_קוקאין
885,"מחיר ק""ג בישראל",1,1,Hybrid-Manual,1,0,0,0,מחיר_קג_בישראל
615,מחיר קוקאין לחצי קילוגרם,2,1,Hybrid-Full,0,1,0,0,מחיר_קוקאין_לחצי_קילוגרם ; מחיר_קוקאין_לקילוגרם
727,מחיר רכישת הנכס הגנוב,1,1,Hybrid-Full,0,1,0,0,מחיר_רכישת_הנכס_הגנוב
1364,מחירים,1,1,Hybrid-Manual,1,0,0,0,מחירים
796,מטבע,1,1,GPT-Law,0,0,1,0,מטבע
1267,מטבע_שווי_הסם,1,1,GPT-Free,0,0,0,1,מטבע_שווי_הסם
991,מטרה,1,1,GPT-Free,0,0,0,1,מטרה
979,מטרת_ההחזקה,1,1,GPT-Free,0,0,0,1,מטרת_ההחזקה
797,מטרת העברת החבילה לאחר קבלתה,1,1,Hybrid-Full,0,1,0,0,מטרת_העברת_החבילה_לאחר_קבלתה
801,מי_רכש_את_הכרטיסים,1,1,GPT-Law,0,0,1,0,מי_רכש_את_הכרטיסים
1069,מימון שכר הדירה,1,1,GPT-Free,0,0,0,1,מימון_שכר_הדירה
681,מיקום אחסון הסם,1,1,GPT-Free,0,0,0,1,מיקום_אחסון_הסם
1093,מיקום באישום 1,2,1,GPT-Free,0,0,0,1,מיקום_באישום_1 ; מיקום_באישום_2
713,מיקום_ביצוע_אישום1,2,1,GPT-Law,0,0,1,0,מיקום_ביצוע_אישום1 ; מיקום_ביצוע_אישום2
1002,מיקום הבית,1,1,Hybrid-Full,0,1,0,0,מיקום_הבית
28,מיקום המכירה הראשונה,2,1,Hybrid-Manual,1,0,0,0,מיקום_המכירה_הראשונה ; מיקום_המכירה_השנייה
1472,מיקום הנאשם בעת המעצר,1,1,Hybrid-Full,0,1,0,0,מיקום_הנאשם_בעת_המעצר
1407,מיקום_הסתרת_הסם,1,1,GPT-Free,0,0,0,1,מיקום_הסתרת_הסם
608,מיקום_העבירה_העיקרי,1,1,GPT-Free,0,0,0,1,מיקום_העבירה_העיקרי
769,מיקום_העברת_החבילה,1,1,GPT-Free,0,0,0,1,מיקום_העברת_החבילה
1374,מיקום_העסקה_2,1,1,GPT-Law,0,0,1,0,מיקום_העסקה_2
815,מיקום העצירה,1,1,Hybrid-Manual,1,0,0,0,מיקום_העצירה
1337,מיקום הפעילות,1,1,Hybrid-Manual,1,0,0,0,מיקום_הפעילות
612,מיקום השוטרים בעת המעצר,1,1,Hybrid-Manual,1,0,0,0,מיקום_השוטרים_בעת_המעצר
858,מיקום מסירת הסמים במקרה השני,1,1,Hybrid-Manual,1,0,0,0,מיקום_מסירת_הסמים_במקרה_השני
716,מיקום עסקת הסם,1,1,GPT-Free,0,0,0,1,מיקום_עסקת_הסם
758,מיקום תפיסת סם נוסף,1,1,Hybrid-Full,0,1,0,0,מיקום_תפיסת_סם_נוסף
843,מכונית הנאשם,1,1,Hybrid-Manual,1,0,0,0,מכונית_הנאשם
811,מכירות נוספות,1,1,Hybrid-Full,0,1,0,0,מכירות_נוספות
415,מנגנון אבטחת מידע באפליקציה,1,1,Hybrid-Full,0,1,0,0,מנגנון_אבטחת_מידע_באפליקציה
740,מנגנון השמדת תכנים אוטומטי,1,1,Hybrid-Manual,1,0,0,0,מנגנון_השמדת_תכנים_אוטומטי
1022,מסגרת_העבירה,1,1,GPT-Free,0,0,0,1,מסגרת_העבירה
775,מסירת מידע כוזב לשוטרים,1,1,GPT-Free,0,0,0,1,מסירת_מידע_כוזב_לשוטרים
774,מסירת שיקים מזויפים,1,1,GPT-Free,0,0,0,1,מסירת_שיקים_מזויפים
703,מסלול_נסיעה,1,1,GPT-Law,0,0,1,0,מסלול_נסיעה
85,מספר_אירועי_נהיגה_ללא_ביטוח,2,1,GPT-Law,0,0,1,0,מספר_אירועי_נהיגה_ללא_ביטוח ; מספר_אירועי_נהיגה_ללא_רישיון
231,מספר_אירועי_נהיגה_תחת_השפעת_סמים,1,1,GPT-Law,0,0,1,0,מספר_אירועי_נהיגה_תחת_השפעת_סמים
1095,מספר אישומים בהם הורשע,1,1,GPT-Free,0,0,0,1,מספר_אישומים_בהם_הורשע
1241,מספר_אישומים_סחר,1,1,GPT-Law,0,0,1,0,מספר_אישומים_סחר
1452,מספר דירות ששימשו לעבירה,1,1,GPT-Free,0,0,0,1,מספר_דירות_ששימשו_לעבירה
934,"מספר הודעות ושיחות בחו""ל",1,1,Hybrid-Full,0,1,0,0,מספר_הודעות_ושיחות_בחול
893,מספר טלפון למשלוח,1,1,Hybrid-Manual,1,0,0,0,מספר_טלפון_למשלוח
1202,מספר טלפון על החבילה,1,1,Hybrid-Manual,1,0,0,0,מספר_טלפון_על_החבילה
1134,מספר טלפון של ודים,1,1,Hybrid-Manual,1,0,0,0,מספר_טלפון_של_ודים
1017,מספר_יחידות_MDMA,1,1,GPT-Law,0,0,1,0,מספר_יחידות_MDMA
951,מספר_יחידות_METHYLMETHCATHINON,1,1,GPT-Law,0,0,1,0,מספר_יחידות_METHYLMETHCATHINON
822,מספר_לקוחות_ידועים,1,1,GPT-Law,0,0,1,0,מספר_לקוחות_ידועים
945,מספר מלונות,1,1,Hybrid-Manual,1,0,0,0,מספר_מלונות
1195,מספר_מנות_ארוזות,1,1,GPT-Law,0,0,1,0,מספר_מנות_ארוזות
378,מספר_מעילים,1,1,GPT-Law,0,0,1,0,מספר_מעילים
510,מספר מעקב החבילה,1,1,Hybrid-Manual,1,0,0,0,מספר_מעקב_החבילה
1382,מספר נאשמים נוספים,1,1,Hybrid-Manual,1,0,0,0,מספר_נאשמים_נוספים
646,מספר ניסיונות עסקה שלא הבשילו,1,1,GPT-Free,0,0,0,1,מספר_ניסיונות_עסקה_שלא_הבשילו
1049,מספר_נסיעות,1,1,GPT-Free,0,0,0,1,מספר_נסיעות
956,מספר עבירות שימוש במסמך מזויף,1,1,GPT-Free,0,0,0,1,מספר_עבירות_שימוש_במסמך_מזויף
405,מספר ערים בינלאומיות,1,1,Hybrid-Manual,1,0,0,0,מספר_ערים_בינלאומיות
745,מספר_פניות_יוזמות_של_הנאשם,1,1,GPT-Law,0,0,1,0,מספר_פניות_יוזמות_של_הנאשם
593,מספר פעמים שהנאשם העביר סמים,1,1,Hybrid-Manual,1,0,0,0,מספר_פעמים_שהנאשם_העביר_סמים
408,מספר_צמחים,1,1,GPT-Law,0,0,1,0,מספר_צמחים
920,מספר_קושרים,1,1,GPT-Law,0,0,1,0,מספר_קושרים
1245,מספר שותפים לעבירה,1,1,GPT-Free,0,0,0,1,מספר_שותפים_לעבירה
1317,מספר שותפים לקשר,1,1,GPT-Free,0,0,0,1,מספר_שותפים_לקשר
568,מספר שיחות והודעות,1,1,Hybrid-Manual,1,0,0,0,מספר_שיחות_והודעות
1404,מספר_שקיות_שהושלכו,1,1,GPT-Free,0,0,0,1,מספר_שקיות_שהושלכו
925,מספר_שקיות_שנמצאו_ברכב,1,1,GPT-Free,0,0,0,1,מספר_שקיות_שנמצאו_ברכב
864,מספר שתילי קנביס,1,1,GPT-Free,0,0,0,1,מספר_שתילי_קנביס
834,מספר תיק קודם,1,1,Hybrid-Full,0,1,0,0,מספר_תיק_קודם
566,מספרי_טלפונים_מעורבים,1,1,GPT-Law,0,0,1,0,מספרי_טלפונים_מעורבים
1038,מספרי טלפונים רלוונטיים,1,1,Hybrid-Full,0,1,0,0,מספרי_טלפונים_רלוונטיים
839,מעורבות_אחרים,1,1,GPT-Law,0,0,1,0,מעורבות_אחרים
746,מעורבות צד שלישי,1,1,Hybrid-Manual,1,0,0,0,מעורבות_צד_שלישי
855,מעורבות שוטרים,1,1,Hybrid-Manual,1,0,0,0,מעורבות_שוטרים
540,מעורבות של נאשם 2,1,1,Hybrid-Full,0,1,0,0,מעורבות_של_נאשם_2
385,מעורבות שליח,1,1,Hybrid-Full,0,1,0,0,מעורבות_שליח
554,מעמד_הנאשם,1,1,GPT-Law,0,0,1,0,מעמד_הנאשם
548,מעצר,1,1,GPT-Law,0,0,1,0,מעצר
1242,מפגשים פיזיים,1,1,Hybrid-Manual,1,0,0,0,מפגשים_פיזיים
953,מצב הנשק,1,1,Hybrid-Full,0,1,0,0,מצב_הנשק
750,מצב רישיון נהיגה,1,1,Hybrid-Full,0,1,0,0,מצב_רישיון_נהיגה
1300,מצג שווא לחברת השילוח,1,1,Hybrid-Full,0,1,0,0,מצג_שווא_לחברת_השילוח
1104,מצוקה כלכלית,1,1,Hybrid-Full,0,1,0,0,מצוקה_כלכלית
754,מקום אחסון הסמים,1,1,Hybrid-Full,0,1,0,0,מקום_אחסון_הסמים
825,מקום איסוף החבילה,1,1,GPT-Free,0,0,0,1,מקום_איסוף_החבילה
601,מקום_ביצוע_עבירה_אישום_3,3,1,GPT-Law,0,0,1,0,מקום_ביצוע_עבירה_אישום_3 ; מקום_ביצוע_עבירה_אישום_31 ; מקום_ביצוע_עבירה_אישום_7
555,מקום גניבת הרכוש,1,1,GPT-Free,0,0,0,1,מקום_גניבת_הרכוש
1470,מקום_הגעה,1,1,GPT-Law,0,0,1,0,מקום_הגעה
613,מקום_החזקת_הסכין,1,1,GPT-Law,0,0,1,0,מקום_החזקת_הסכין
1101,מקום_הייבוא,1,1,GPT-Free,0,0,0,1,מקום_הייבוא
789,מקום היעד להעברת הסמים,1,1,Hybrid-Manual,1,0,0,0,מקום_היעד_להעברת_הסמים
437,מקום המוצא,1,1,Hybrid-Full,0,1,0,0,מקום_המוצא
446,מקום_המעבר,1,1,GPT-Free,0,0,0,1,מקום_המעבר
262,מקום העבירה הראשון,2,1,Hybrid-Full,0,1,0,0,מקום_העבירה_הראשון ; מקום_העבירה_השני
897,מקום_העברת_הסם_לידיים_שלישיות,1,1,GPT-Law,0,0,1,0,מקום_העברת_הסם_לידיים_שלישיות
475,מקום העברת הסמים לנאשם 2,1,1,Hybrid-Full,0,1,0,0,מקום_העברת_הסמים_לנאשם_2
160,מקום העסקה החמישי,3,1,Hybrid-Manual,1,0,0,0,מקום_העסקה_החמישי ; מקום_העסקה_הרביעי ; מקום_העסקה_השלישי
1144,מקום השירות,1,1,Hybrid-Manual,1,0,0,0,מקום_השירות
1053,מקום_כניסה,1,1,GPT-Law,0,0,1,0,מקום_כניסה
624,מקום מסירת החבילה,1,1,GPT-Free,0,0,0,1,מקום_מסירת_החבילה
30,מקום מסירת המזוודה ליעד,2,1,GPT-Free,0,0,0,1,מקום_מסירת_המזוודה_ליעד ; מקום_מסירת_המזוודה_לנאשם
418,מקום נוסף לעסקה,2,1,Hybrid-Full,0,1,0,0,מקום_נוסף_לעסקה ; מקום_נוסף_לעסקה_נוספת
1006,מקום נחיתה בישראל,1,1,Hybrid-Manual,1,0,0,0,מקום_נחיתה_בישראל
631,מקומות המפגש,1,1,Hybrid-Manual,1,0,0,0,מקומות_המפגש
1042,מקור התשלום לטיסה,1,1,Hybrid-Full,0,1,0,0,מקור_התשלום_לטיסה
538,משך_הביצוע,1,1,GPT-Law,0,0,1,0,משך_הביצוע
303,משך החזקת הדירה,1,1,GPT-Free,0,0,0,1,משך_החזקת_הדירה
634,משך_המעשים,1,1,GPT-Law,0,0,1,0,משך_המעשים
856,משך_הפעילות_העבריינית_חודשים,1,1,GPT-Law,0,0,1,0,משך_הפעילות_העבריינית_חודשים
1260,משך_הפעלת_המעבדה,1,1,GPT-Law,0,0,1,0,משך_הפעלת_המעבדה
268,משך_התארגנות_אישום_1_ימים,2,1,GPT-Law,0,0,1,0,משך_התארגנות_אישום_1_ימים ; משך_התארגנות_אישום_2_ימים
776,משך זמן בעלות על הדירה,1,1,Hybrid-Full,0,1,0,0,משך_זמן_בעלות_על_הדירה
522,משך_פקיעת_רישיון,1,1,GPT-Law,0,0,1,0,משך_פקיעת_רישיון
1285,משך_שכירות_הנכס_בחודשים,1,1,GPT-Law,0,0,1,0,משך_שכירות_הנכס_בחודשים
810,משך_תקופת_העבירות_בימים,1,1,GPT-Law,0,0,1,0,משך_תקופת_העבירות_בימים
1128,משקל_אירוע_1_גרם,2,1,GPT-Law,0,0,1,0,משקל_אירוע_1_גרם ; משקל_אירוע_2_גרם
521,משקל_הסם_ברוטו_קילוגרם,1,1,GPT-Free,0,0,0,1,משקל_הסם_ברוטו_קילוגרם
860,משקל_הסם_שנתפס_בפועל,1,1,GPT-Free,0,0,0,1,משקל_הסם_שנתפס_בפועל
346,משקל חשיש לצריכה עצמית,2,1,GPT-Free,0,0,0,1,משקל_חשיש_לצריכה_עצמית ; משקל_חשיש_שלא_לצריכה_עצמית
654,משקל_כולל_סמים_לא_לצריכה_עצמית_בגרם,2,1,GPT-Law,0,0,1,0,משקל_כולל_סמים_לא_לצריכה_עצמית_בגרם ; משקל_כולל_סמים_לצריכה_עצמית_בגרם
1431,משקל נטו של חשיש,1,1,Hybrid-Full,0,1,0,0,משקל_נטו_של_חשיש
498,משקל נטו של סמים בכל עסקה,1,1,Hybrid-Full,0,1,0,0,משקל_נטו_של_סמים_בכל_עסקה
1342,משקל סם באחזקת הנאשם,1,1,GPT-Free,0,0,0,1,משקל_סם_באחזקת_הנאשם
692,משקל סם בעסקה ראשונה,1,1,GPT-Free,0,0,0,1,משקל_סם_בעסקה_ראשונה
872,משקל סם מוכן להפצה,1,1,GPT-Free,0,0,0,1,משקל_סם_מוכן_להפצה
706,משקל_סם_מעובד_קג,1,1,GPT-Law,0,0,1,0,משקל_סם_מעובד_קג
1212,משקל_סם_קוקאין_החזקה_עצמית,1,1,GPT-Law,0,0,1,0,משקל_סם_קוקאין_החזקה_עצמית
667,משקל_סם_קוקאין_סחר,1,1,GPT-Law,0,0,1,0,משקל_סם_קוקאין_סחר
670,משקל_סם_קנבוס,1,1,GPT-Law,0,0,1,0,משקל_סם_קנבוס
341,משקל_עסקה_1_בגרם,2,1,GPT-Law,0,0,1,0,משקל_עסקה_1_בגרם ; משקל_עסקה_2_בגרם
504,משקל_קנאביס_בגרם,1,1,GPT-Law,0,0,1,0,משקל_קנאביס_בגרם
1466,משקל קנביס (גרם),1,1,GPT-Free,0,0,0,1,משקל_קנביס_(גרם)
763,משקל קנביס נטו,1,1,GPT-Free,0,0,0,1,משקל_קנביס_נטו
1365,משקל_שתילים,1,1,GPT-Free,0,0,0,1,משקל_שתילים
336,משקלי סמים להחזקה לצריכה עצמית,2,1,GPT-Free,0,0,0,1,משקלי_סמים_להחזקה_לצריכה_עצמית ; משקלי_סמים_להחזקה_שלא_לצריכה_עצמית
388,האם_נגרם_נזק_פוטנציאלי_לציבור,1,1,GPT-Law,0,0,1,0,נגרם_נזק_פוטנציאלי_לציבור
1072,האם_נגרם_נזק_קונקרטי,1,1,GPT-Law,0,0,1,0,נגרם_נזק_קונקרטי
807,האם_נגרם_נזק_רכושי,1,1,GPT-Law,0,0,1,0,נגרם_נזק_רכושי
677,נהיגה_בזמן_פסילה,1,1,GPT-Law,0,0,1,0,נהיגה_בזמן_פסילה
912,נהיגה_ללא_ביטוח,1,1,GPT-Law,0,0,1,0,נהיגה_ללא_ביטוח
391,נוכחות_נאשמים_נוספים,1,1,GPT-Free,0,0,0,1,נוכחות_נאשמים_נוספים
878,נוכחות_קטינה_במהלך_העבירה,1,1,GPT-Free,0,0,0,1,נוכחות_קטינה_במהלך_העבירה
871,נוכחות_שוטרים,1,1,GPT-Free,0,0,0,1,נוכחות_שוטרים
193,נזק_צפוי_מעבירת_איומים,2,1,GPT-Law,0,0,1,0,נזק_צפוי_מעבירת_איומים ; נזק_שנגרם_מעבירת_איומים
166,נזק_צפוי_מעבירת_סחר,2,1,GPT-Law,0,0,1,0,נזק_צפוי_מעבירת_סחר ; נזק_שנגרם_מעבירת_סחר
696,ניסיון_להעלים_ראיה,1,1,GPT-Law,0,0,1,0,ניסיון_להעלים_ראיה
402,ניסיון להעלים ראיות,1,1,GPT-Free,0,0,0,1,ניסיון_להעלים_ראיות
480,ניסיון_לקבל_את_החבילה,1,1,GPT-Law,0,0,1,0,ניסיון_לקבל_את_החבילה
1343,ניצול_לרעה_של_כוח_או_מעמד,1,1,GPT-Law,0,0,1,0,ניצול_לרעה_של_כוח_או_מעמד
569,ניצול_משאבים_ללא_רשות,1,1,GPT-Law,0,0,1,0,ניצול_משאבים_ללא_רשות
1163,האם_נמסרו_דברי_כזב_לרשויות,1,1,GPT-Law,0,0,1,0,נמסרו_דברי_כזב_לרשויות
691,נסיבות אישיות,1,1,Hybrid-Full,0,1,0,0,נסיבות_אישיות
968,נסיבות_החזקת_הסם,1,1,GPT-Free,0,0,0,1,נסיבות_החזקת_הסם
948,נסיבות_מחמירות_נהיגה,1,1,GPT-Law,0,0,1,0,נסיבות_מחמירות_נהיגה
1259,נסיבות_קשורות_בביצוע_העבירה,1,1,GPT-Law,0,0,1,0,נסיבות_קשורות_בביצוע_העבירה
1419,האם_נעשה_ניצול_של_אחר,1,1,GPT-Law,0,0,1,0,נעשה_ניצול_של_אחר
1153,האם_נעשה_ניצול_של_מעמד,1,1,GPT-Law,0,0,1,0,נעשה_ניצול_של_מעמד
560,נפגע_העבירה,1,1,GPT-Law,0,0,1,0,נפגע_העבירה
820,נקודת חילופין,1,1,Hybrid-Full,0,1,0,0,נקודת_חילופין
1238,נקודת יציאה,1,1,Hybrid-Manual,1,0,0,0,נקודת_יציאה
610,נקודת מפגש לעסקה השנייה,1,1,Hybrid-Manual,1,0,0,0,נקודת_מפגש_לעסקה_השנייה
396,נקודת עצירה,1,1,Hybrid-Full,0,1,0,0,נקודת_עצירה
884,נשק בלתי חוקי,1,1,Hybrid-Manual,1,0,0,0,נשק_בלתי_חוקי
922,האם נתפס הסם בישראל,1,1,GPT-Free,0,0,0,1,נתפס_הסם_בישראל
1135,האם נתפס סם ברשות הנאשם,1,1,GPT-Free,0,0,0,1,נתפס_סם_ברשות_הנאשם
765,האם נתפס סם מוכן לשימוש,1,1,GPT-Free,0,0,0,1,נתפס_סם_מוכן_לשימוש
1179,האם_נתפסה_בזמן_ביצוע,1,1,GPT-Law,0,0,1,0,נתפסה_בזמן_ביצוע
591,האם נתפסו ראיות ברכב,1,1,GPT-Free,0,0,0,1,נתפסו_ראיות_ברכב
788,סוג האריזה,1,1,Hybrid-Manual,1,0,0,0,סוג_האריזה
958,סוג_החזקה,1,1,GPT-Law,0,0,1,0,סוג_החזקה
1376,סוג החשמל שנגנב,1,1,Hybrid-Full,0,1,0,0,סוג_החשמל_שנגנב
1130,סוג_המעבדה,1,1,GPT-Free,0,0,0,1,סוג_המעבדה
565,סוג_הנכס,1,1,GPT-Law,0,0,1,0,סוג_הנכס
641,סוג_הסיוע,1,1,GPT-Free,0,0,0,1,סוג_הסיוע
940,סוג הסם במעבדה ביום המעצר,1,1,Hybrid-Manual,1,0,0,0,סוג_הסם_במעבדה_ביום_המעצר
1348,סוג הסם המרכזי,1,1,GPT-Free,0,0,0,1,סוג_הסם_המרכזי
764,סוג_הספקה,1,1,GPT-Law,0,0,1,0,סוג_הספקה
1084,סוג העציצים,1,1,Hybrid-Full,0,1,0,0,סוג_העציצים
980,סוג הפעילות,1,1,Hybrid-Full,0,1,0,0,סוג_הפעילות
1436,סוג הצו,1,1,Hybrid-Manual,1,0,0,0,סוג_הצו
534,סוג_הקונה,1,1,GPT-Law,0,0,1,0,סוג_הקונה
729,סוג הקשר הפלילי,1,1,GPT-Free,0,0,0,1,סוג_הקשר_הפלילי
668,סוג הרכב במעצר,1,1,Hybrid-Manual,1,0,0,0,סוג_הרכב_במעצר
514,סוג_יחידה,1,1,GPT-Law,0,0,1,0,סוג_יחידה
1422,סוג_מקום,1,1,GPT-Law,0,0,1,0,סוג_מקום
484,סוג עבירות נלוות,1,1,Hybrid-Full,0,1,0,0,סוג_עבירות_נלוות
1362,סוג פלטפורמה לסחר,1,1,Hybrid-Manual,1,0,0,0,סוג_פלטפורמה_לסחר
1120,סוג פסלונים,1,1,Hybrid-Manual,1,0,0,0,סוג_פסלונים
609,סוג פעולת משטרה,1,1,Hybrid-Full,0,1,0,0,סוג_פעולת_משטרה
987,סוג קנבוס מועבר,1,1,Hybrid-Manual,1,0,0,0,סוג_קנבוס_מועבר
1366,סוגי סמים שנסחרו,1,1,GPT-Free,0,0,0,1,סוגי_סמים_שנסחרו
1253,סוגי תקשורת,1,1,Hybrid-Full,0,1,0,0,סוגי_תקשורת
1443,סוכן מעורב,1,1,Hybrid-Full,0,1,0,0,סוכן_מעורב
276,סטטוס_בעת_מעצר,1,1,GPT-Free,0,0,0,1,סטטוס_בעת_מעצר
1062,סטטוס_ההליך,1,1,GPT-Law,0,0,1,0,סטטוס_ההליך
576,סטטוס הנאשם,1,1,GPT-Free,0,0,0,1,סטטוס_הנאשם
461,סטטוס פסילה,1,1,GPT-Free,0,0,0,1,סטטוס_פסילה
518,סיבת_ביצוע_איומים,1,1,GPT-Law,0,0,1,0,סיבת_ביצוע_איומים
862,סיבת הפסילה,1,1,GPT-Free,0,0,0,1,סיבת_הפסילה
682,סיבת עצירת הנאשם,1,1,GPT-Free,0,0,0,1,סיבת_עצירת_הנאשם
1280,סיוע במכירה,1,1,Hybrid-Manual,1,0,0,0,סיוע_במכירה
395,סיוע בעסקה,1,1,Hybrid-Full,0,1,0,0,סיוע_בעסקה
1085,סיכונים פוטנציאליים,1,1,Hybrid-Manual,1,0,0,0,סיכונים_פוטנציאליים
653,סירוב_לבדיקת_סמים,1,1,GPT-Law,0,0,1,0,סירוב_לבדיקת_סמים
1027,סך הכול תמורה בשקלים,1,1,Hybrid-Manual,1,0,0,0,סך_הכול_תמורה_בשקלים
1380,סך הכל חוב לחברת החשמל,1,1,Hybrid-Full,0,1,0,0,סך_הכל_חוב_לחברת_החשמל
